2373,832
4367,867
8493,878
8853,1791
7627,2393
6996,3189
8505,3237
9017,3270
9847,3286
5999,3327
5679,3480
8065,3534
5930,3537
257,3622
5319,3705
9514,3828
2879,3843
2035,3879
9013,3889
6102,3891
9802,3909
840,3937
5524,4029
1998,4092
6236,4824
828,6354
7660,6369
9000,6495
2100,6584
7894,6740
3573,6771
6518,6771
700,6839
9628,6841
4527,6848
4771,6851
5069,6917
1418,7018
7258,7121
8789,7142
1254,7153
9493,7186
3685,7202
7268,7324
5455,7380
8843,7449
6618,7637
5152,7693
6489,7707
7827,7722
8158,7843
1723,7956
3917,7960
4075,8169
8425,8189
3900,8533
6734,9316
3321,9355
7690,9646
1188,9997
4857,11615
9413,11629
2050,12045
6154,12132
365,12336
6478,12394
5313,12420
6085,12473
7368,12495
2182,12535
8383,12543
8772,12568
1812,12578
7762,12624
4207,12641
5380,12699
6607,12724
7600,12768
6252,12980
5485,12992
1886,13051
3988,13066
2291,13073
1987,13078
2026,13112
6213,13382
6232,13395
1889,13537
4502,13579
3275,13666
2693,13699
8462,13714
9583,13862
5020,13891
9732,13903
8856,14043
4088,14070
2971,14096
3958,14144
4677,14214
301,14231
601,14287
5287,14438
2570,14569
3639,14653
4185,14687
5120,14847
1051,14877
6493,15099
4690,15200
9064,15424
906,15447
4786,15468
6116,15508
4364,15537
4456,15617
1282,15693
8690,15696
2816,15731
8813,15769
4234,15827
2317,15829
8114,15838
2233,15907
1187,15967
1620,16107
7946,16155
9461,16159
7088,16216
9006,16223
5893,16279
9275,16316
6393,16319
8773,16378
4215,19079
4620,19359
4072,20265
4042,20392
3713,24657
6281,24721
7295,24729
1937,24829
2414,24849
2560,25002
9873,25056
9278,25093
4554,25102
1356,25105
2662,25170
7312,25226
9250,25271
7843,25325
7441,25440
7051,25451
9492,25516
9915,25574
19,25638
4752,25811
8269,26119
995,26333
7139,26338
2472,26363
7264,26399
9778,26510
3846,26513
5048,26524
6093,26674
5007,26717
7126,26739
2355,26747
240,26757
6245,26762
3003,26815
9102,26841
3797,26894
445,26911
6668,26953
3163,26955
5405,27055
975,27062
9602,27066
8332,27079
27,27085
7202,27107
8862,27124
1297,27161
380,27202
4079,27255
9998,27317
2492,27334
457,27353
7822,27413
7023,27515
1575,27517
2028,27555
3885,27602
790,27627
8038,27636
7082,27640
9669,27647
8378,27713
1344,27723
1906,27726
2959,27766
5355,27773
8948,27778
5878,27790
1460,27818
2887,27830
6786,27875
7722,27884
4942,27916
423,27969
8458,28011
6379,28063
6047,28079
7317,28164
656,28170
9416,28188
2611,28305
7459,28313
7463,28318
3603,28320
3353,28325
9074,28340
2685,28344
972,28346
1408,28348
2393,28357
2009,28363
2227,28365
1890,28369
3861,28409
4192,28426
5316,28446
1747,28491
3482,28507
3333,28538
7169,28583
7658,28585
7674,28659
4127,28662
8336,28663
3034,28803
2568,28836
3180,28894
7355,28995
5609,29270
9205,29300
5229,29745
383,30559
8423,30747
5463,30778
7570,31277
2825,31377
3293,31405
448,31431
3858,31459
9545,31578
8348,31591
715,31702
547,31728
3000,32046
4377,32201
3029,32211
5322,32383
6703,32414
1565,32429
5845,32470
4104,32610
5759,32630
3542,32651
72,34546
8443,36948
5565,36984
9764,37035
9648,37203
5985,37282
850,37307
2769,38042
6041,38086
9836,38159
5372,38218
8071,38240
4600,38246
8159,38256
7438,38262
3055,38395
4274,38896
7915,39723
8241,39960
3418,40236
5863,40366
6746,40437
9035,40803
1054,40859
4846,40895
3453,45357
4151,46318
3955,46785
2671,47655
2711,47956
3190,49010
7682,49139
660,49152
3483,49204
5005,49226
9412,49263
1636,49274
1686,49302
1792,49304
2347,49342
2122,49374
4892,49415
7396,49470
3001,49503
1583,49518
1335,49552
7182,49560
8475,49626
3886,49720
1298,49748
509,49806
7881,49812
9381,49825
3437,49924
3279,49930
5997,49988
5529,50035
6090,50076
4490,50095
3244,50117
394,50181
2189,50183
7012,50184
9031,50204
6672,50217
6162,50254
8698,50262
7573,50287
5367,50289
5702,50304
3948,50321
7247,50337
713,50338
1468,50359
6770,50361
168,50370
3031,50391
5191,50396
8605,50408
6875,50451
1197,50497
5501,50534
4619,50573
456,50574
2758,50582
8452,50585
3381,50684
6010,50700
8643,50709
7798,50717
8095,50743
9751,50772
8229,50810
3036,50820
874,50958
7414,50981
4229,50989
3748,50994
2120,51011
2244,51041
1984,51094
3184,51107
1009,51112
2306,51148
2976,51176
6776,51192
5961,51283
2855,51289
9957,51327
3782,51333
3570,51353
2473,51416
1365,51418
7909,51491
6463,51498
3928,51520
2725,51529
2477,51592
6625,51593
567,51685
8749,51783
4081,51929
6199,51952
9965,52051
7879,52063
6177,52077
8622,52094
1810,52135
7187,52268
9305,52276
4312,52296
1416,52305
9460,52314
2188,52391
4144,52455
6799,52483
2933,52547
6204,52576
1169,52581
6452,52583
3008,52590
5059,52591
1493,52621
1128,52627
9671,52630
2471,52635
996,52647
776,52659
7431,52668
1879,52742
4795,52757
7380,52773
1101,52896
4100,52978
9887,53024
7768,53086
6063,53132
7161,53160
8051,53260
6557,53376
90,53422
4306,53427
4317,53441
3320,53541
6830,53609
7367,53609
8101,53625
3859,53634
7325,53664
3881,53670
7596,53683
4190,53732
9744,53753
9923,53757
9868,53791
2196,53804
5889,53831
1784,53836
2286,53839
7913,53921
6831,53988
6387,54055
2532,54101
2616,54101
6498,54120
7424,54132
9233,54190
2287,54217
4692,54247
4282,54250
1986,54256
1343,54299
5277,54314
5488,54363
1220,54381
3840,54384
1375,54399
7016,54419
1437,54750
503,54914
7924,55157
3892,55158
8344,55218
414,55233
534,55255
6173,55305
251,55316
2183,55316
6120,55324
3503,55360
1145,55382
5861,55397
2027,55416
5579,55423
6023,55424
1537,55457
3519,55467
788,55479
2573,55483
7155,55499
8353,55510
6595,55515
1675,55525
1138,55533
1413,55535
5234,55555
6441,55569
6262,55581
6839,55595
1299,55623
2417,55642
4102,55653
3682,55665
8039,55680
7214,55692
6960,55719
8535,55776
8913,55825
5591,55890
9766,55893
2893,55925
3902,55960
4359,55964
7735,55995
8033,56051
8215,56105
6172,56135
9912,56164
6785,56195
7771,56204
6038,56215
2217,56224
3100,56228
7969,56436
1725,56454
824,56463
4039,56506
9332,56528
6345,56554
4557,56567
4569,56626
7076,56645
8918,56651
3637,56668
2460,56696
5517,56704
6757,56722
5238,56739
3878,56807
4680,56814
6231,56830
4708,56838
8195,56882
9942,56913
1525,56951
5201,56970
5666,56975
411,56994
3596,56995
6004,56996
4994,57031
8513,57032
6230,57073
5703,57082
9598,57093
4890,57183
7527,57216
779,57237
908,57247
4790,57419
82,57524
5263,57584
9063,57684
2113,57751
237,57783
539,58060
7453,58199
9626,58226
5268,58292
1854,58386
9152,58419
1920,58516
4731,58540
4132,58577
1914,58619
2749,58680
5727,58723
3791,58784
2341,58871
3738,58879
3989,58886
6666,58930
5507,59097
9702,59197
6730,59254
5725,59301
2401,59318
7549,59341
845,59345
4115,59375
8515,59589
4967,59707
3732,59754
5690,59882
6346,60247
7512,60305
7801,60444
6578,60471
7418,60531
4020,60611
4760,60625
2065,60661
3380,60697
4291,60779
4163,60909
1208,60965
5374,61083
1560,61170
6167,61255
1192,61276
1990,61279
5085,61289
3799,61340
9087,61420
2675,61447
9987,61481
5165,61631
2886,61675
9015,61695
7351,61696
3131,61702
8405,61726
830,61731
5231,61736
2144,61740
6095,61770
8017,61838
8728,61851
4140,61876
5348,61925
6308,61931
8469,61988
1862,62053
6845,62106
4780,62131
8983,62175
136,62183
1,62258
8540,62319
7338,62378
6829,62417
9623,62449
8639,62485
8339,62486
8427,62493
6128,62522
1864,62534
2482,62567
9297,62616
1999,62675
1126,62697
6833,62711
6016,62724
9838,62732
3248,62763
5457,62771
4348,62861
9146,62874
5722,62905
4411,62947
31,62952
9191,62976
2523,62989
800,63000
8667,63019
3467,63044
2354,63166
2207,63192
5275,63213
5437,63222
7943,63247
1751,63253
8315,63262
9839,63289
5327,63352
5097,63418
784,63441
6606,63510
3589,63566
5639,63628
9812,63732
2655,63761
5801,63769
6920,63813
4216,63820
3124,63868
5613,63881
3181,63886
926,63920
3142,63952
4555,63958
598,63984
7285,64035
4353,64070
6750,64086
124,64243
7241,64301
4637,64315
4046,64326
7599,64426
7100,64499
361,64526
1092,64540
219,64563
6335,64606
9905,64615
8992,64621
606,64653
9404,64678
4459,64709
3028,64714
1616,64718
2773,64737
6892,64752
1963,64819
5318,64859
4290,64864
3625,64890
4509,64900
7486,64960
4025,64961
1122,64974
6153,64988
485,65037
9629,65295
8050,65302
9162,65307
5330,65312
2890,65338
4093,65341
3614,65371
7972,65397
5853,65402
668,65440
4368,65475
3273,65478
1910,65487
328,65517
8768,68747
960,73847
6565,74157
4718,74533
3118,74651
4261,74853
7640,74914
2679,75429
3980,75483
7443,75707
956,75742
2452,75957
2198,76691
3274,76797
7065,76953
4418,77115
9329,77481
2383,77618
4372,77639
2554,77662
8525,77761
8627,78510
6028,79248
9551,79716
3153,80209
8580,80341
1981,80443
2709,80493
2599,80508
3536,80546
990,80605
2826,80626
5637,81063
6059,81340
551,81474
4247,81578
9325,81645
6089,81890
1489,91048
6060,91828
3944,92395
1927,93142
11,94432
836,96356
5150,96954
91,98257
3098,98286
7659,98929
2957,98952
2448,98957
2450,98979
6536,98985
9425,99005
3474,99034
5697,99081
6700,99171
2587,99173
541,99212
7968,99213
5706,99452
9244,99479
2444,99631
5772,99652
8367,99700
3057,99774
7630,99798
8809,99891
9322,100000
3058,100001
6815,100043
6896,100139
5162,100193
910,100265
8958,100365
2784,100398
207,100453
2001,100462
9411,100490
693,100512
7996,100551
6538,100595
3940,100610
3964,100702
4281,100725
7541,100766
476,100829
5385,100844
9370,100846
8780,100868
921,100870
4566,100934
8586,100968
6306,100974
880,101025
8536,101035
5129,101087
1921,101128
7456,101171
1287,101281
2330,101313
4500,101369
1115,101375
853,101407
5956,101482
6615,101601
8286,101699
4373,101712
6432,101748
9941,101821
2248,101884
2576,101887
51,101992
3125,102002
